;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Relative permittivity at zero frequency;Relative permittivity at zero frequency_std
1119593;je200682t;cycloheptanone;O=C1CCCCCC1;502-42-1;InChIKey=CGZZMOTZOONQIA-UHFFFAOYSA-N;305.65;101.325;12.62;0.01
1119594;je200682t;cycloheptanone;O=C1CCCCCC1;502-42-1;InChIKey=CGZZMOTZOONQIA-UHFFFAOYSA-N;308.15;101.325;12.51;0.01
1119595;je200682t;cycloheptanone;O=C1CCCCCC1;502-42-1;InChIKey=CGZZMOTZOONQIA-UHFFFAOYSA-N;310.65;101.325;12.41;0.01
1119596;je200682t;cycloheptanone;O=C1CCCCCC1;502-42-1;InChIKey=CGZZMOTZOONQIA-UHFFFAOYSA-N;313.15;101.325;12.32;0.01
1119597;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;298.15;101.325;14.54;0.02
1119598;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;303.15;101.325;14.22;0.02
1119599;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;305.65;101.325;14.05;0.02
1119600;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;308.15;101.325;13.89;0.02
1119601;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;310.65;101.325;13.74;0.02
1119602;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;313.15;101.325;13.57;0.02
1119603;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;315.65;101.325;13.42;0.02
1119604;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;318.15;101.325;13.27;0.02
1119605;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;320.65;101.325;13.14;0.02
1119606;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;323.15;101.325;12.99;0.02
1119607;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;325.65;101.325;12.85;0.02
1119608;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;328.15;101.325;12.71;0.02
1119609;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;330.65;101.325;12.58;0.02
1119610;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;333.15;101.325;12.44;0.02
1119611;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;335.65;101.325;12.3;0.02
1119612;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;338.15;101.325;12.17;0.02
1119613;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;340.65;101.325;12.04;0.02
1119614;je200682t;cyclooctanone;O=C1CCCCCCC1;502-49-8;InChIKey=IIRFCWANHMSDCG-UHFFFAOYSA-N;343.15;101.325;11.9;0.02
1163629;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;295.65;101.325;10.95;0.05475
1163630;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;298.15;101.325;10.82;0.0541
1163631;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;300.65;101.325;10.7;0.0535
1163632;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;303.15;101.325;10.58;0.0529
1163633;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;305.65;101.325;10.45;0.05225
1163634;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;308.15;101.325;10.34;0.0517
1163635;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;310.65;101.325;10.22;0.0511
1163636;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;313.15;101.325;10.11;0.05055
1163637;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;315.65;101.325;10.0;0.05
1163638;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;318.15;101.325;9.9;0.0495
1163639;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;320.65;101.325;9.79;0.04895
1163640;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;323.15;101.325;9.69;0.04845
1163641;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;325.65;101.325;9.59;0.04795
1163642;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;328.15;101.325;9.49;0.04745
1163643;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;330.65;101.325;9.41;0.04705
1163644;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;333.15;101.325;9.31;0.04655
1163645;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;335.65;101.325;9.22;0.0461
1163646;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;338.15;101.325;9.13;0.04565
1163647;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;340.65;101.325;9.04;0.0452
1163648;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;343.15;101.325;8.94;0.0447
1163649;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;345.65;101.325;8.86;0.0443
1163650;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;348.15;101.325;8.76;0.0438
1163651;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;350.65;101.325;8.68;0.0434
1163652;je300234g;1,4,7,10-tetraoxacyclododecane;C1COCCOCCOCCO1;294-93-9;InChIKey=XQQZRZQVBFHBHL-UHFFFAOYSA-N;353.15;101.325;8.59;0.04295
1163654;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;273.15;101.325;17.82;0.0891
1163655;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;275.65;101.325;17.56;0.0878
1163656;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;278.15;101.325;17.3;0.0865
1163657;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;280.65;101.325;17.05;0.08525
1163658;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;283.15;101.325;16.81;0.08405
1163659;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;285.65;101.325;16.57;0.08285
1163660;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;288.15;101.325;16.34;0.0817
1163661;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;290.65;101.325;16.11;0.08055
1163662;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;293.15;101.325;15.89;0.07945
1163663;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;295.65;101.325;15.68;0.0784
1163664;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;298.15;101.325;15.48;0.0774
1163665;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;300.65;101.325;15.28;0.0764
1163666;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;303.15;101.325;15.08;0.0754
1163667;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;305.65;101.325;14.88;0.0744
1163668;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;308.15;101.325;14.69;0.07345
1163669;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;310.65;101.325;14.5;0.0725
1163670;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;313.15;101.325;14.31;0.07155
1163671;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;315.65;101.325;14.14;0.0707
1163672;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;318.15;101.325;13.96;0.0698
1163673;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;320.65;101.325;13.79;0.06895
1163674;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;323.15;101.325;13.63;0.06815
1163675;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;325.65;101.325;13.46;0.0673
1163676;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;328.15;101.325;13.3;0.0665
1163677;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;330.65;101.325;13.15;0.06575
1163678;je300234g;1,4,7,10,13-pentaoxacyclopentadecane;C1COCCOCCOCCOCCO1;168081-57-0;InChIKey=VFTFKUDGYRBSAL-UHFFFAOYSA-N;333.15;101.325;13.0;0.065
1163680;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;315.65;101.325;8.9;0.0445
1163681;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;318.15;101.325;8.86;0.0443
1163682;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;320.65;101.325;8.82;0.0441
1163683;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;323.15;101.325;8.77;0.04385
1163684;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;325.65;101.325;8.73;0.04365
1163685;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;328.15;101.325;8.69;0.04345
1163686;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;330.65;101.325;8.64;0.0432
1163687;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;333.15;101.325;8.59;0.04295
1163688;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;335.65;101.325;8.54;0.0427
1163689;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;338.15;101.325;8.49;0.04245
1163690;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;340.65;101.325;8.44;0.0422
1163691;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;343.15;101.325;8.39;0.04195
1163692;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;345.65;101.325;8.34;0.0417
1163693;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;348.15;101.325;8.29;0.04145
1163694;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;350.65;101.325;8.24;0.0412
1163695;je300234g;1,4,7,10,13,16-hexaoxacyclooctadecane;C1COCCOCCOCCOCCOCCO1;71251-39-3;InChIKey=XEZNGIUYQVAUSS-UHFFFAOYSA-N;353.15;101.325;8.19;0.04095
1198558;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;333.15;101.325;56.09;0.05
1198559;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;335.65;101.325;55.46;0.05
1198560;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;338.15;101.325;54.85;0.05
1198561;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;340.65;101.325;54.29;0.05
1198562;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;343.15;101.325;53.68;0.05
1198563;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;345.65;101.325;53.11;0.05
1198564;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;348.15;101.325;52.52;0.05
1198565;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;350.65;101.325;51.95;0.05
1198566;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;353.15;101.325;51.36;0.05
1198567;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;355.65;101.325;50.81;0.05
1198568;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;358.15;101.325;50.28;0.05
1198569;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;360.65;101.325;49.73;0.05
1198570;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;363.15;101.325;49.18;0.05
1198571;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;365.65;101.325;48.66;0.05
1198572;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;368.15;101.325;48.14;0.05
1198573;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;370.65;101.325;47.63;0.05
1198574;je300958c;succinonitrile;N#CCCC#N;191362-21-7;InChIKey=IAHFWCOBPZCAEA-UHFFFAOYSA-N;373.15;101.325;47.11;0.05
1198576;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;250.65;101.325;40.45;0.05
1198577;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;253.15;101.325;40.08;0.05
1198578;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;255.65;101.325;39.78;0.05
1198579;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;258.15;101.325;39.42;0.05
1198580;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;260.65;101.325;39.08;0.05
1198581;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;263.15;101.325;38.74;0.05
1198582;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;265.65;101.325;38.4;0.05
1198583;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;268.15;101.325;38.1;0.05
1198584;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;270.65;101.325;37.78;0.05
1198585;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;273.15;101.325;37.44;0.05
1198586;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;275.65;101.325;37.16;0.05
1198587;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;278.15;101.325;36.83;0.05
1198588;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;280.65;101.325;36.56;0.05
1198589;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;283.15;101.325;36.27;0.05
1198590;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;285.65;101.325;35.97;0.05
1198591;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;288.15;101.325;35.71;0.05
1198592;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;290.65;101.325;35.41;0.05
1198593;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;293.15;101.325;35.14;0.05
1198594;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;295.65;101.325;34.87;0.05
1198595;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;298.15;101.325;34.6;0.05
1198596;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;300.65;101.325;34.33;0.05
1198597;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;303.15;101.325;34.04;0.05
1198598;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;305.65;101.325;33.83;0.05
1198599;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;308.15;101.325;33.59;0.05
1198600;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;310.65;101.325;33.35;0.05
1198601;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;313.15;101.325;33.13;0.05
1198602;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;315.65;101.325;32.87;0.05
1198603;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;318.15;101.325;32.67;0.05
1198604;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;320.65;101.325;32.44;0.05
1198605;je300958c;glutaronitrile;N#CCCCC#N;544-13-8;InChIKey=ZTOMUSMDRMJOTH-UHFFFAOYSA-N;323.15;101.325;32.21;0.05
1198638;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;250.65;101.325;35.82;0.05
1198639;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;253.15;101.325;35.44;0.05
1198640;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;255.65;101.325;35.06;0.05
1198641;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;258.15;101.325;34.7;0.05
1198642;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;260.65;101.325;34.35;0.05
1198643;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;263.15;101.325;33.99;0.05
1198644;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;265.65;101.325;33.65;0.05
1198645;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;268.15;101.325;33.31;0.05
1198646;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;270.65;101.325;32.98;0.05
1198647;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;273.15;101.325;32.66;0.05
1198648;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;275.65;101.325;32.36;0.05
1198649;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;278.15;101.325;32.04;0.05
1198650;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;280.65;101.325;31.73;0.05
1198651;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;283.15;101.325;31.43;0.05
