;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
102191;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;256.94;101.325;168.2;0.3364
102192;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;259.44;101.325;167.8;0.3356
102193;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;260.45;101.325;168.7;0.3374
102194;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;260.47;101.325;168.7;0.3374
102195;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;263.48;101.325;169.1;0.3382
102196;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;263.99;101.325;169.4;0.3388
102197;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;265.33;101.325;169.2;0.3384
102198;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;267.51;101.325;169.5;0.339
102199;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;267.87;101.325;169.4;0.3388
102200;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;271.02;101.325;169.8;0.3396
102201;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;274.3;101.325;169.7;0.3394
102202;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;274.53;101.325;170.2;0.3404
102203;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;274.54;101.325;169.9;0.3398
102204;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;276.6;101.325;169.9;0.3398
102205;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;278.04;101.325;170.5;0.341
102206;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;280.12;101.325;170.4;0.3408
102207;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;280.93;101.325;170.9;0.3418
102208;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;281.54;101.325;170.8;0.3416
102209;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;284.16;101.325;170.9;0.3418
102210;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;284.94;101.325;170.9;0.3418
102211;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;285.04;101.325;171.0;0.342
102212;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;288.18;101.325;171.2;0.3424
102213;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;288.53;101.325;171.7;0.3434
102214;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;288.92;101.325;171.3;0.3426
102215;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;292.01;101.325;172.8;0.3456
102216;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;292.02;101.325;172.1;0.3442
102217;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;292.2;101.325;171.7;0.3434
102218;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;292.89;101.325;171.8;0.3436
102219;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;294.08;101.325;172.1;0.3442
102220;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;295.5;101.325;172.7;0.3454
102221;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;296.21;101.325;172.1;0.3442
102222;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;296.85;101.325;172.4;0.3448
102223;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;298.09;101.325;172.6;0.3452
102224;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;298.96;101.325;173.2;0.3464
102225;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;300.21;101.325;172.9;0.3458
102226;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;300.79;101.325;173.2;0.3464
102227;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;302.08;101.325;173.4;0.3468
102228;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;302.42;101.325;173.6;0.3472
102229;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;304.19;101.325;173.5;0.347
102230;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;304.71;101.325;173.6;0.3472
102231;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;305.86;101.325;174.2;0.3484
102232;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;306.05;101.325;174.2;0.3484
102233;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;308.16;101.325;174.3;0.3486
102234;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;308.61;101.325;174.4;0.3488
102235;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;309.21;101.325;174.8;0.3496
102236;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;310.02;101.325;174.9;0.3498
102237;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;312.13;101.325;175.1;0.3502
102238;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;312.48;101.325;174.9;0.3498
102239;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;312.6;101.325;175.5;0.351
102240;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;315.97;101.325;175.9;0.3518
102241;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;316.07;101.325;175.8;0.3516
102242;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;316.34;101.325;175.8;0.3516
102243;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;319.33;101.325;176.5;0.353
102244;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;320.01;101.325;176.8;0.3536
102245;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;320.16;101.325;176.8;0.3536
102246;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;322.66;101.325;177.3;0.3546
102247;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;323.96;101.325;177.9;0.3558
102248;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;325.97;101.325;178.2;0.3564
102249;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;327.75;101.325;178.6;0.3572
102250;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;329.23;101.325;178.7;0.3574
102251;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;331.51;101.325;179.5;0.359
102252;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;332.48;101.325;179.5;0.359
102253;j.jct.2007.02.009;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;335.71;101.325;180.6;0.3612
106065;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;173.8;0.4345
106066;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;177.1;0.44275
106067;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;180.61;0.451525
106068;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.325;184.28;0.4607
106069;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;101.325;188.02;0.47005
106070;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;318.15;101.325;192.1;0.48025
106071;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;323.15;101.325;196.13;0.490325
106072;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;328.15;101.325;200.4;0.501
106073;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;101.325;204.72;0.5118
106074;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;338.15;101.325;209.16;0.5229
106075;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;343.15;101.325;213.57;0.533925
106076;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;348.15;101.325;218.1;0.54525
106077;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;353.15;101.325;222.54;0.55635
106079;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;293.15;101.325;200.39;0.500975
106080;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;298.15;101.325;203.06;0.50765
106081;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.15;101.325;205.82;0.51455
106082;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.15;101.325;208.65;0.521625
106083;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.15;101.325;211.57;0.528925
106084;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.15;101.325;214.55;0.536375
106085;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;323.15;101.325;217.61;0.544025
106086;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;328.15;101.325;220.72;0.5518
106087;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;333.15;101.325;223.9;0.55975
106088;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;338.15;101.325;227.12;0.5678
106089;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;343.15;101.325;230.4;0.576
106090;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;348.15;101.325;233.72;0.5843
106091;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;353.15;101.325;237.07;0.592675
106093;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;298.15;101.325;236.67;0.591675
106094;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;303.15;101.325;239.28;0.5982
106095;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;308.15;101.325;241.85;0.604625
106096;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;313.15;101.325;244.35;0.610875
106097;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;318.15;101.325;246.82;0.61705
106098;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;323.15;101.325;249.23;0.623075
106099;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;328.15;101.325;251.6;0.629
106100;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;333.15;101.325;253.91;0.634775
106101;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;338.15;101.325;256.17;0.640425
106102;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;343.15;101.325;258.39;0.645975
106103;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;348.15;101.325;260.55;0.651375
106104;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;353.15;101.325;262.67;0.656675
106106;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;288.15;101.325;225.51;0.563775
106107;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;293.15;101.325;228.22;0.57055
106108;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;298.15;101.325;230.94;0.57735
106109;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;303.15;101.325;233.64;0.5841
106110;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;308.15;101.325;236.32;0.5908
106111;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;313.15;101.325;238.97;0.597425
106112;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;318.15;101.325;241.59;0.603975
106113;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;323.15;101.325;244.18;0.61045
106114;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;328.15;101.325;246.72;0.6168
106115;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;333.15;101.325;249.2;0.623
106116;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;338.15;101.325;251.63;0.629075
106117;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;343.15;101.325;254.0;0.635
106118;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;348.15;101.325;256.29;0.640725
106119;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;353.15;101.325;258.5;0.64625
106120;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;358.15;101.325;260.63;0.651575
106122;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;101.325;263.09;0.394635
106123;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.15;101.325;267.1;0.40065
106124;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.15;101.325;271.31;0.406965
106125;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.15;101.325;275.53;0.413295
106126;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.15;101.325;279.94;0.41991
106127;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;323.15;101.325;284.5;0.42675
106128;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;328.15;101.325;289.17;0.433755
106129;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;333.15;101.325;293.9;0.44085
106130;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;338.15;101.325;298.68;0.44802
106131;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;343.15;101.325;303.35;0.455025
106132;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;353.15;101.325;313.68;0.47052
114781;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;283.15;101.0;78.6;3.777735294
114782;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;288.15;101.0;79.5;3.820991805
114783;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;293.15;101.0;80.4;3.864248316
114784;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;298.15;101.0;81.3;3.907504827
114785;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;303.15;101.0;82.3;3.955567617
114786;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;308.15;101.0;83.4;4.008436686
114787;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;313.15;101.0;84.5;4.061305755
114788;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;318.15;101.0;85.7;4.118981103
114789;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;323.15;101.0;87.0;4.18146273
143982;j.jct.2008.09.002;nitromethane;C[N+]([O-])=O;19527-13-0;InChIKey=LYGJENNIWJXYER-UHFFFAOYSA-N;293.15;101.325;106.6;0.3198
143983;j.jct.2008.09.002;nitromethane;C[N+]([O-])=O;19527-13-0;InChIKey=LYGJENNIWJXYER-UHFFFAOYSA-N;298.15;101.325;106.9;0.3207
143984;j.jct.2008.09.002;nitromethane;C[N+]([O-])=O;19527-13-0;InChIKey=LYGJENNIWJXYER-UHFFFAOYSA-N;303.15;101.325;107.3;0.3219
143985;j.jct.2008.09.002;nitromethane;C[N+]([O-])=O;19527-13-0;InChIKey=LYGJENNIWJXYER-UHFFFAOYSA-N;308.15;101.325;107.7;0.3231
143986;j.jct.2008.09.002;nitromethane;C[N+]([O-])=O;19527-13-0;InChIKey=LYGJENNIWJXYER-UHFFFAOYSA-N;313.15;101.325;108.2;0.3246
143987;j.jct.2008.09.002;nitromethane;C[N+]([O-])=O;19527-13-0;InChIKey=LYGJENNIWJXYER-UHFFFAOYSA-N;318.15;101.325;108.6;0.3258
146653;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.325;75.4;0.2262
146654;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;75.3;0.2259
146655;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.325;75.3;0.2259
146656;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.325;75.2;0.2256
146657;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.325;75.2;0.2256
146658;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.325;75.3;0.2259
148497;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;284.14;101.325;233.4;0.3501
148498;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;285.15;101.325;234.44;0.35166
148499;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;286.16;101.325;235.36;0.35304
148500;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;287.14;101.325;236.15;0.354225
