;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
66125;j.jct.2006.04.005;3-chlorotoluene;Cc1cccc(Cl)c1;108-41-8;InChIKey=OSOUNOBYRMOXQQ-UHFFFAOYSA-N;303.15;101.0;1280.0;1.92
66128;j.jct.2006.04.005;4-chlorotoluene;Cc1ccc(Cl)cc1;106-43-4;InChIKey=NPDACUSDTOMAMK-UHFFFAOYSA-N;303.15;101.0;1271.0;1.9065
66131;j.jct.2006.04.005;o-nitrotoluene;Cc1ccccc1[N+]([O-])=O;88-72-2;InChIKey=PLAZTCDQAHEYBI-UHFFFAOYSA-N;303.15;101.0;2100.0;3.15
66134;j.jct.2006.04.005;3-nitrotoluene;Cc1cccc(c1)[N+]([O-])=O;99-08-1;InChIKey=QZYHIOPPLUPUJF-UHFFFAOYSA-N;303.15;101.0;2086.0;3.129
73776;j.jct.2006.06.008;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;293.15;101.0;1279.0;0.1
73777;j.jct.2006.06.008;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;298.15;101.0;1254.0;0.1
73778;j.jct.2006.06.008;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;303.15;101.0;1230.0;0.1
73785;j.jct.2006.06.008;cyclopentane;C1CCCC1;287-92-3;InChIKey=RGSFGYAAUTVSQA-UHFFFAOYSA-N;293.15;101.0;1232.0;0.1
73786;j.jct.2006.06.008;cyclopentane;C1CCCC1;287-92-3;InChIKey=RGSFGYAAUTVSQA-UHFFFAOYSA-N;298.15;101.0;1206.0;0.1
73787;j.jct.2006.06.008;cyclopentane;C1CCCC1;287-92-3;InChIKey=RGSFGYAAUTVSQA-UHFFFAOYSA-N;303.15;101.0;1180.0;0.1
73794;j.jct.2006.06.008;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;101.0;1223.0;0.1
73795;j.jct.2006.06.008;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;298.15;101.0;1206.0;0.1
73796;j.jct.2006.06.008;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;101.0;1189.0;0.1
73803;j.jct.2006.06.008;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.0;1257.0;0.1
73804;j.jct.2006.06.008;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;1240.0;0.1
73805;j.jct.2006.06.008;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;1224.0;0.1
73812;j.jct.2006.06.008;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.0;1162.0;0.1
73813;j.jct.2006.06.008;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1145.0;0.1
73814;j.jct.2006.06.008;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;1128.0;0.1
75965;j.jct.2006.07.013;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;298.15;101.325;1306.3;0.05
75968;j.jct.2006.07.013;butyl ethanoate;CCCCOC(C)=O;123-86-4;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;298.15;101.325;1193.1;0.05
75971;j.jct.2006.07.013;methyl ethanoate;COC(C)=O;79-20-9;InChIKey=KXKVLQRXCPHEJC-UHFFFAOYSA-N;298.15;101.325;1154.0;0.05
75974;j.jct.2006.07.013;methyl heptanoate;CCCCCCC(=O)OC;106-73-0;InChIKey=XNCNNDVCAUWAIT-UHFFFAOYSA-N;298.15;101.325;1254.6;0.05
76283;j.jct.2006.07.015;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;298.15;101.0;1329.0;1.0
76286;j.jct.2006.07.015;methylcyclohexane;CC1CCCCC1;108-87-2;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;298.15;101.0;1215.0;1.0
76289;j.jct.2006.07.015;trichloroethylene;ClC=C(Cl)Cl;52037-46-4;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;298.15;101.0;1064.0;1.0
79689;j.jct.2006.08.003;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;1496.74;0.5
79690;j.jct.2006.08.003;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;1571.73;0.5
89177;j.jct.2006.10.004;1,2-ethanediol;OCCO;37221-95-7;InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N;308.15;101.325;1633.36;0.02
89180;j.jct.2006.10.004;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;101.325;1604.47;0.02
89183;j.jct.2006.10.004;1,5-pentanediol;OCCCCCO;111-29-5;InChIKey=ALQSHHUCVQOPAS-UHFFFAOYSA-N;308.15;101.325;1566.12;0.02
89186;j.jct.2006.10.004;N,N-dimethylformamide;CN(C)C=O;68-12-2;InChIKey=ZMXDDKWLCZADIW-UHFFFAOYSA-N;308.15;101.325;1426.03;0.02
91610;j.jct.2006.10.017;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.0;1160.0;1.0
91611;j.jct.2006.10.017;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1143.0;1.0
91612;j.jct.2006.10.017;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;1127.0;1.0
96712;j.jct.2007.01.008;methyl salicylate;COC(=O)c1ccccc1O;119-36-8;InChIKey=OSWPMRLSEDHDFF-UHFFFAOYSA-N;278.15;101.0;1483.9;0.0
96713;j.jct.2007.01.008;methyl salicylate;COC(=O)c1ccccc1O;119-36-8;InChIKey=OSWPMRLSEDHDFF-UHFFFAOYSA-N;288.15;101.0;1446.9;0.0
96714;j.jct.2007.01.008;methyl salicylate;COC(=O)c1ccccc1O;119-36-8;InChIKey=OSWPMRLSEDHDFF-UHFFFAOYSA-N;303.15;101.0;1391.2;0.0
96724;j.jct.2007.01.008;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;278.15;101.0;1348.6;0.0
96725;j.jct.2007.01.008;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;288.15;101.0;1312.5;0.0
96726;j.jct.2007.01.008;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.15;101.0;1258.2;0.0
99998;j.jct.2007.02.002;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;288.15;101.325;1082.4;0.0
99999;j.jct.2007.02.002;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;293.15;101.325;1059.4;0.0
100000;j.jct.2007.02.002;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;298.15;101.325;1036.1;0.0
100001;j.jct.2007.02.002;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;303.15;101.325;1013.0;0.0
